BondCode,BondName,Issuer,Term,CreditRating,BondType,IssueDate,CouponRate,_priority,_merge_code
152616,20邯城02,邯郸城市发展投资集团有限公司,7.0,AA+,03,2020-10-27,5.08,80,152616
152617,20十堰,十堰国有资本投资运营集团有限公司,5.0,AA,03,2020-11-19,4.29,90,152617
152618,20蓉高G1,成都高新投资集团有限公司,5.0,AAA,03,2020-11-03,3.77,90,152618
152619,20常鼎01,常德鼎力投资开发有限公司,7.0,AAA,03,2020-11-02,5.8,90,152619
152620,20丹高新,丹阳市开发区高新技术产业发展有限公司,5.0,AA+,03,2020-11-10,6.48,90,152620
152621,20白沙03,衡阳白沙洲开发建设投资有限公司,7.0,AAA,03,2020-11-06,5.7,90,152621
152623,20乐清02,乐清市国有投资有限公司,7.0,AA+,03,2020-11-17,4.42,90,152623
152624,20萧资01,杭州萧山国有资产经营集团有限公司,7.0,AAA,03,2020-10-29,4.18,90,152624
152625,20苏高投,江苏高科技投资集团有限公司,7.0,AAA,03,2020-11-03,4.0,90,152625
152626,G20吉安1,吉安市城市建设投资开发有限公司,7.0,AA+,03,2020-11-10,5.3,80,152626
152627,20大双债,重庆市大足区大双实业发展有限公司,7.0,AAA,03,2020-11-10,6.45,90,152627
152628,20南专01,湖州南浔交通水利投资建设集团有限公司,7.0,AAA,03,2020-11-19,4.73,80,152628
152629,20吉凤01,湘西自治州吉凤投资开发有限责任公司,7.0,AAA,03,2020-11-11,5.79,90,152629
152630,20中马债,广西中马钦州产业园区投资控股集团有限公司,7.0,AA,03,2020-11-06,5.95,90,152630
152631,PR皖江债,安庆皖江高科技投资发展有限公司,7.0,AAA,03,2020-11-11,4.97,90,152631
152632,20蓉园01,成都花园水城城乡建设投资有限责任公司,7.0,AAA,03,2020-11-11,6.8,90,152632
152633,20常城投,常德市城市建设投资集团有限公司,7.0,AAA,03,2020-11-06,4.8,90,152633
152634,20咸宁债,咸宁市城市建设投资开发有限公司,5.0,AA,03,2020-11-24,4.48,90,152634
152635,20醴陵债,醴陵市高新技术产业发展集团有限公司,7.0,AAA,03,2020-11-13,5.8,90,152635
152636,20浙投01,浙江省交通投资集团有限公司,3.0,AAA,03,2020-11-19,3.64,90,152636
152637,20钦临02,广西钦州临海工业投资集团有限公司,7.0,AAA,03,2020-11-13,6.9,90,152637
152638,20桂交02,广西交通投资集团有限公司,5.0,AAA,03,2020-12-09,4.26,90,152638
152639,20铸康债,成都铸康实业有限公司,7.0,AAA,03,2020-11-19,5.6,90,152639
152640,20雨经02,长沙雨花经开开发建设有限公司,7.0,AAA,03,2020-11-13,4.95,90,152640
152641,20安溪02,安溪县小城镇建设投资有限公司,7.0,AAA,03,2020-11-27,5.28,90,152641
152642,20国盛02,上海国盛(集团)有限公司,5.0,AAA,03,2020-11-17,3.6,90,152642
152643,20黄山债,黄山城投集团有限公司,5.0,AA+,03,2020-11-27,4.8,90,152643
152644,G20常鼎2,常德市鼎城江南新城建设投资开发有限公司,7.0,AA+,03,2020-11-24,6.3,80,152644
152645,20德兴债,德兴市投资控股集团有限公司,7.0,AAA,03,2020-11-13,5.7,90,152645
152646,20双福债,重庆市双福建设开发有限公司,7.0,AA+,03,2020-11-19,5.79,90,152646
152647,20浙资01,浙江省国有资本运营有限公司,3.0,AAA,03,2020-11-26,3.75,90,152647
152648,G20内建1,内江建工集团有限责任公司,7.0,AAA,03,2020-11-23,5.9,80,152648
152649,G20内建2,内江建工集团有限责任公司,7.0,AA,03,2020-11-23,7.0,80,152649
152650,20双龙02,贵州双龙航空港开发投资(集团)有限公司,10.0,AA+,03,2020-11-23,7.5,80,152650
152652,20盐高02,盐城高新区投资集团有限公司,7.0,AA+,03,2020-11-24,6.0,90,152652
152654,20桂农02,广西国控资本运营集团有限责任公司,7.0,AA+,03,2020-12-03,5.5,80,152654
152655,20胶州01,青岛胶州城市发展投资有限公司,7.0,AA+,03,2020-11-23,4.9,80,152655
152656,20福州02,福州城市建设投资集团有限公司,10.0,AAA,03,2020-11-24,4.06,90,152656
152658,20广元债,广元市园区建设投资集团有限公司,5.0,AA,03,2020-11-27,7.0,80,152658
152659,G20洪轨2,南昌轨道交通集团有限公司,10.0,AAA,03,2020-11-27,4.35,80,152659
152660,20娄海情,遵义市汇川区娄海情旅游发展投资有限公司,7.0,AA+,03,2020-12-01,7.5,80,152660
152661,20众邦债,黄石市众邦城市住房投资有限公司,7.0,AAA,03,2020-12-03,5.48,90,152661
152663,20宜国05,宜宾发展控股集团有限公司,8.0,AAA,03,2020-11-30,4.3,90,152663
152664,21盐资01,海盐县国有资产经营有限公司,7.0,AA+,03,2021-02-09,4.89,90,152664
152665,20宿州债,宿州市城市建设投资集团(控股)有限公司,5.0,AA+,03,2020-11-27,5.0,90,152665
152666,20莲专债,丽水市莲都区国有资产投资经营集团有限公司,7.0,AA+,03,2020-12-04,4.95,80,152666
152667,20洞头01,温州市洞头城市发展有限公司,7.0,AAA,03,2020-12-03,5.5,90,152667
152668,20桂城投,桂阳县城市建设投资有限公司,7.0,AAA,03,2020-12-01,6.3,90,152668
152670,20沪地02,上海地产(集团)有限公司,3.0,AAA,03,2020-12-14,3.48,90,152670
152671,20航高01,西安航天高技术产业发展集团有限公司,7.0,AAA,03,2020-12-04,6.5,90,152671
152672,20高创05,山东高创建设投资集团有限公司,10.0,AAA,03,2020-12-08,5.7,90,152672
152673,20乌建发,乌鲁木齐经济技术开发区建发国有资本投资运营(集团)有限公司,7.0,AA+,03,2020-12-09,5.3,90,152673
152674,20德联01,德清联创科技新城建设有限公司,7.0,AAA,03,2020-12-15,5.0,90,152674
152675,20温岭01,温岭市国有资产投资集团有限公司,7.0,AA+,03,2020-12-11,4.69,90,152675
152676,20宣州债,宣城市宣州区国有资本运营集团有限公司,7.0,AA+,03,2020-12-11,6.5,90,152676
152677,20大余债,大余县资产经营有限公司,7.0,AAA,03,2020-12-14,7.25,90,152677
152678,20宜管廊,宜春交通投资集团有限公司,7.0,AA+,03,2020-12-21,5.6,80,152678
152679,G20国通,宜都市国通投资开发有限责任公司,7.0,AA+,03,2020-12-17,5.49,80,152679
152680,20赤壁债,赤壁市蓝天城市建设投资开发有限责任公司,7.0,AAA,03,2021-04-07,5.8,90,152680
152681,20文登债,威海市文登区城市资产经营有限公司,7.0,AA+,03,2020-12-17,6.2,90,152681
152682,20瀛洲债,江苏瀛洲发展集团有限公司,7.0,AAA,03,2020-12-17,5.3,90,152682
152683,20常经02,常德市经济建设投资集团有限公司,7.0,AAA,03,2020-12-22,4.87,90,152683
152684,20蒙开02,蒙自新型城镇化开发投资有限责任公司,7.0,AAA,03,2020-12-17,6.5,90,152684
152685,G20环投,成都市金牛环境投资发展集团有限公司,7.0,AA+,03,2020-12-24,5.0,80,152685
152686,20荆城投,荆门市城市建设投资有限公司,7.0,AA,03,2021-03-30,5.4,90,152686
152687,20宜国06,宜宾发展控股集团有限公司,8.0,AAA,03,2020-12-21,4.27,90,152687
152688,20通投债,如东县通泰投资集团有限公司,7.0,AAA,03,2020-12-29,5.27,80,152688
152689,20沪国际,上海国际集团有限公司,5.0,AAA,03,2020-12-21,3.46,90,152689
152690,20天台债,浙江省天台县国有资产经营有限公司,7.0,AAA,03,2020-12-21,4.8,90,152690
152691,20杭投01,杭州市城市建设投资集团有限公司,10.0,AAA,03,2020-12-17,4.36,90,152691
152692,20嘉秀01,嘉兴市嘉秀发展投资控股集团有限公司,7.0,AA+,03,2020-12-21,5.0,90,152692
152693,21广益01,成都东方广益投资有限公司,7.0,AAA,03,2021-05-13,4.88,90,152693
152694,20渤水02,潍坊渤海水产综合开发有限公司,10.0,AAA,03,2020-12-28,6.5,90,152694
152695,20潜江债,潜江市城市建设投资开发有限公司,5.0,AAA,03,2020-12-24,6.3,90,152695
152696,21攀国投,攀枝花市国有投资(集团)有限责任公司,7.0,AA,03,2021-02-22,6.8,90,152696
152697,20浏城建,浏阳市城市建设集团有限公司,7.0,AA+,03,2020-12-28,5.0,90,152697
152699,20泗阳债,泗阳县佳鼎实业有限公司,7.0,AAA,03,2021-01-04,5.48,90,152699
152700,20曲经开,曲靖市经济开发投资集团有限公司,5.0,AA,03,2021-01-04,7.3,90,152700
152701,G20黔水2,黔西南州水资源开发投资(集团)有限公司,7.0,AA,03,2021-01-06,7.5,90,152701
152702,20黔开债,黔东南州开发投资(集团)有限责任公司,7.0,AA,03,2020-12-31,8.0,80,152702
152705,20龙驰01,泸州市龙驰实业集团有限责任公司,7.0,AAA,03,2021-01-11,6.0,90,152705
152706,20绵科债,绵阳科技城发展投资(集团)有限公司,5.0,AA,03,2020-12-28,6.5,90,152706
152707,20柯专01,绍兴柯岩建设投资有限公司,7.0,AA+,03,2021-01-15,5.75,80,152707
152708,20双鸭01,双鸭山市大地城市建设开发投资有限公司,7.0,AA,03,2021-01-04,8.5,90,152708
152709,20临泉02,临泉县交通建设投资有限责任公司,7.0,AAA,03,2021-01-11,5.8,90,152709
152710,20玉投02,玉林市城市建设投资集团有限公司,7.0,AA,03,2020-12-31,6.6,80,152710
152711,20柳东债,广西柳州市东城投资开发集团有限公司,5.0,AA+,03,2021-01-08,7.2,90,152711
152712,20威海01,威海城市投资集团有限公司,7.0,AA+,03,2021-01-07,4.86,90,152712
152713,20新津债,成都市新津交通建设投资有限责任公司,7.0,AAA,03,2021-01-13,6.4,90,152713
152714,20曲控一,西安曲江文化控股有限公司,5.0,AAA,03,2021-01-05,5.5,90,152714
152715,21肥西01,肥西县城乡建设投资(集团)有限公司,7.0,AA+,03,2021-01-19,4.8,90,152715
152716,20通瑞01,重庆市通瑞农业发展有限公司,7.0,AAA,03,2021-01-05,7.0,90,152716
152718,20夷陵债,湖北夷陵经济发展集团有限公司,10.0,AA+,03,2021-01-07,5.6,90,152718
152719,20淮北01,淮北市建投控股集团有限公司,4.0,AA+,03,2021-01-07,5.5,80,152719
152720,G21临川,抚州市临川区城镇建设开发投资有限公司,7.0,AA+,03,2021-03-10,6.8,80,152720
152721,21德兴债,德兴市投资控股集团有限公司,7.0,AAA,03,2021-01-25,5.75,90,152721
152722,21石控01,石家庄国控城市发展投资集团有限责任公司,7.0,AAA,03,2021-02-03,4.18,90,152722
152723,21石控02,石家庄国控城市发展投资集团有限责任公司,5.0,AAA,03,2021-02-03,4.06,90,152723
152724,21远安01,远安县栖凤城市建设投资开发有限公司,7.0,AAA,03,2021-01-28,5.5,90,152724
152725,21钱城01,杭州萧山钱江世纪城开发建设有限责任公司,7.0,AA+,03,2021-01-28,4.42,90,152725
152728,21衡高01,衡阳高新投资(集团)有限公司,7.0,AAA,03,2021-01-27,6.5,90,152728
152729,21福新01,福州新区开发投资集团有限公司,7.0,AAA,03,2021-02-03,3.77,90,152729
152730,21常鼎01,常德鼎力投资开发有限公司,7.0,AAA,03,2021-02-03,5.9,90,152730
152731,21永银01,永兴银都投资发展集团有限公司,7.0,AA+,03,2021-02-03,6.2,90,152731
152732,21永城01,永州潇湘源城市发展集团有限公司,7.0,AAA,03,2021-02-10,6.5,80,152732
152733,21当阳债,当阳市鑫源投资开发有限责任公司,5.0,AA+,03,2021-04-16,5.9,90,152733
152734,21东海投,东海县城市建设投资发展集团有限公司,7.0,AAA,03,2021-02-09,5.29,90,152734
152735,21济建设,济南城市建设集团有限公司,10.0,AAA,03,2021-02-08,3.87,90,152735
152736,21杭投01,杭州市城市建设投资集团有限公司,5.0,AAA,03,2021-02-09,3.87,90,152736
152737,21洞头01,温州市洞头城市发展有限公司,7.0,AAA,03,2021-02-08,5.05,90,152737
152738,21沪建01,上海城投(集团)有限公司,5.0,AAA,03,2021-04-21,3.4,90,152738
152739,21沪建02,上海城投(集团)有限公司,7.0,AAA,03,2021-02-09,3.65,90,152739
152740,21厦轨01,厦门轨道建设发展集团有限公司,5.0,AAA,03,2021-03-10,4.02,90,152740
152741,21科学城,科学城(广州)投资集团有限公司,7.0,AA+,03,2021-02-09,5.5,90,152741
152742,21鸠江债,芜湖市鸠江建设投资有限公司,7.0,AAA,03,2021-02-10,4.95,90,152742
152743,21渝铝01,重庆铝产业开发投资集团有限公司,7.0,AA+,03,2021-02-04,5.9,90,152743
152744,21麻城债,麻城市城市发展投资集团有限公司,7.0,AAA,03,2021-02-10,5.0,90,152744
152745,21聚鑫01,十堰聚鑫国有资本投资运营集团有限公司,7.0,AAA,03,2021-02-09,4.95,90,152745
152746,21陆嘴01,上海陆家嘴(集团)有限公司,3.0,AAA,03,2021-02-09,3.78,90,152746
152747,21兴城01,成都兴城投资集团有限公司,10.0,AAA,03,2021-03-01,4.39,90,152747
152748,21枝江债,枝江市国有资产管理有限公司,5.0,AA+,03,2021-02-18,5.95,90,152748
152749,21荔投01,莆田市荔城区国有资产投资有限公司,5.0,AA+,03,2021-04-19,5.43,90,152749
152750,21开远债,开远市兴远开发投资集团有限公司,7.0,AA+,03,2021-03-12,7.5,90,152750
152752,21新锦01,杭州市临安区新锦产业发展集团有限公司,7.0,AA+,03,2021-03-09,4.8,90,152752
152753,21赣铁01,江西省铁路航空投资集团有限公司,10.0,AAA,03,2021-02-22,4.29,90,152753
152754,21创元债,江油市创元开发建设投资公司,7.0,AAA,03,2021-02-10,7.0,90,152754
152755,21抚高新,抚州高新区发展投资集团有限公司,7.0,AA+,03,2021-02-22,6.5,90,152755
152756,21宁海01,宁海县城投集团有限公司,7.0,AA+,03,2021-02-22,4.93,80,152756
152757,21富阳01,杭州富阳城市建设投资集团有限公司,7.0,AA+,03,2021-02-22,4.5,90,152757
152758,21桂城01,桂阳县城市建设投资有限公司,7.0,AAA,03,2021-02-22,6.3,90,152758
152759,21安邦债,诸城安邦建设有限公司,7.0,AAA,03,2021-02-22,5.25,90,152759
152761,21绍专01,绍兴市交通控股集团有限公司,7.0,AAA,03,2021-03-08,4.23,80,152761
152762,21嘉兴01,嘉兴科技城投资发展集团有限公司,7.0,AA+,03,2021-03-12,4.92,80,152762
152763,21威海01,威海城市投资集团有限公司,7.0,AAA,03,2021-03-15,3.92,90,152763
152764,21昆城01,昆山城市建设投资发展集团有限公司,7.0,AAA,03,2021-03-11,4.14,90,152764
152765,21温控01,温州高新技术产业开发区国有控股集团有限公司,7.0,AA+,03,2021-03-12,4.68,90,152765
152766,21蓉产01,成都产业投资集团有限公司,5.0,AAA,03,2021-03-11,3.95,90,152766
152767,21监利债,监利市丰源城市投资开发有限责任公司,3.0,AAA,03,2021-03-17,5.9,90,152767
152768,21嘉投01,浙江嘉兴国有资本投资运营有限公司,10.0,AAA,03,2021-03-17,4.68,90,152768
152769,21邹城01,邹城市城资控股集团有限公司,7.0,AA+,03,2021-03-15,7.0,90,152769
152770,21龙微01,龙岩投资发展集团有限公司,5.0,AA,03,2021-03-19,5.5,80,152770
152771,21航高01,西安航天高技术产业发展集团有限公司,7.0,AAA,03,2021-03-15,6.75,90,152771
152772,21柳东债,广西柳州市东城投资开发集团有限公司,5.0,AA+,03,2021-03-19,7.9,90,152772
152773,21江北01,南京江北新区产业投资集团有限公司,7.0,AAA,03,2021-03-19,3.87,90,152773
152774,21武投01,武汉市城市建设投资开发集团有限公司,10.0,AAA,03,2021-03-22,4.32,90,152774
152775,21福州01,福州城市建设投资集团有限公司,10.0,AAA,03,2021-03-25,3.97,90,152775
152776,21北碚债,重庆市北碚区新城建设有限责任公司,7.0,AA,03,2021-03-22,6.3,80,152776
152778,21临海01,临海市国有资产投资控股集团有限公司,7.0,AA+,03,2021-04-16,4.77,80,152778
152779,21乌建发,乌鲁木齐经济技术开发区建发国有资本投资运营(集团)有限公司,7.0,AA+,03,2021-03-25,5.5,90,152779
152780,21瑞金债,瑞金市城市发展投资集团有限公司,7.0,AAA,03,2021-03-25,6.8,90,152780
152781,21乌镇债,乌镇实业(桐乡)有限公司,7.0,AA+,03,2021-03-25,4.8,90,152781
152782,21沪地01,上海地产(集团)有限公司,5.0,AAA,03,2021-03-29,3.97,90,152782
152783,21濉溪债,濉溪建设投资控股集团有限公司,7.0,AAA,03,2021-04-02,5.19,90,152783
152785,G21新庐1,吉安市新庐陵投资发展有限公司,7.0,AA+,03,2021-04-02,5.3,80,152785
152786,21天门债,天门市城市建设投资有限公司,7.0,AAA,03,2021-03-29,5.35,90,152786
152787,21通农债,如东金海岸投资开发集团有限公司,7.0,AAA,03,2021-03-29,5.5,80,152787
152788,21罗美债,临沂罗美城市建设有限公司,7.0,AAA,03,2021-03-29,5.18,90,152788
152789,21汉江01,汉江国有资本投资集团有限公司,5.0,AAA,03,2021-03-29,4.48,90,152789
152790,21定海01,舟山市定海区国有资产经营有限公司,7.0,AA+,03,2021-03-30,5.5,80,152790
152791,21株金01,株洲金城投资控股集团有限公司,7.0,AAA,03,2021-04-16,6.5,90,152791
152792,PR家庐陵,吉安市家庐陵投资开发有限公司,5.0,AA+,03,2021-05-18,5.3,90,152792
152793,21吉开01,吉林经济技术开发区城市建设发展有限责任公司,7.0,AA,03,2021-04-07,8.0,80,152793
152794,G21常鼎1,常德市鼎城江南新城建设投资开发有限公司,7.0,AA+,03,2021-04-06,6.5,80,152794
152795,G21景城1,景德镇市城市建设投资集团有限责任公司,7.0,AA,03,2021-03-29,6.9,80,152795
152796,21句容债,句容市城市建设投资有限责任公司,5.0,AAA,03,2021-04-01,5.0,90,152796
152797,21仪征债,仪征市建设发展有限公司,7.0,AAA,03,2021-04-16,5.13,80,152797
152798,21广饶债,广饶县经济发展投资集团有限公司,7.0,AAA,03,2021-03-30,5.0,90,152798
152799,G21环投,成都市金牛环境投资发展集团有限公司,7.0,AA+,03,2021-04-08,4.8,80,152799
152800,21嘉湘01,嘉兴市湘家荡发展投资集团有限公司,7.0,AA,03,2021-04-19,4.9,80,152800
152801,21首钢01,首钢集团有限公司,5.0,AAA,03,2021-04-01,4.0,90,152801
152802,21陆嘴02,上海陆家嘴(集团)有限公司,3.0,AAA,03,2021-04-02,3.6,90,152802
152803,21西高债,西安高新控股有限公司,7.0,AAA,03,2021-04-08,5.99,90,152803
152804,21上投01,上饶投资控股集团有限公司,5.0,AAA,03,2021-04-12,4.99,90,152804
152805,21龙港01,龙港市国有资本运营集团有限公司,7.0,AAA,03,2021-04-13,4.9,80,152805
152806,21温铁01,温州市铁路与轨道交通投资集团有限公司,15.0,AAA,03,2021-04-19,3.8,90,152806
152807,21海潮01,杭州望海潮建设有限公司,7.0,AA+,03,2021-04-19,4.35,90,152807
152808,21彭水债,彭水县城市建设投资有限责任公司,7.0,AAA,03,2021-04-16,6.3,80,152808
152809,21皖投01,安徽省投资集团控股有限公司,5.0,AAA,03,2021-04-19,3.9,90,152809
152810,21陕投01,陕西投资集团有限公司,7.0,AAA,03,2021-04-16,5.0,90,152810
152811,G21宁铁1,南京地铁集团有限公司,5.0,AAA,03,2021-04-19,3.85,80,152811
152812,G21虞资1,绍兴市上虞区国有资本投资运营有限公司,10.0,AA+,03,2021-04-22,4.93,80,152812
152813,21株循环,株洲循环经济投资发展集团有限公司,5.0,AA+,03,2021-05-31,6.3,90,152813
152814,21恩施债,恩施城市建设投资集团有限公司,5.0,AAA,03,2021-05-27,4.84,90,152814
152815,21天台债,浙江省天台县国有资产经营有限公司,7.0,AAA,03,2021-04-23,4.82,90,152815
152816,21吉利01,浙江吉利控股集团有限公司,5.0,AAA,03,2021-04-26,3.97,90,152816
152817,21川菜01,成都蜀都川菜产业投资发展有限公司,7.0,AAA,03,2021-04-26,5.7,80,152817
152818,21闽高01,福建省高速公路集团有限公司,10.0,AAA,03,2021-04-28,4.1,90,152818
152819,21双溪债,江苏双溪实业有限公司,7.0,AAA,03,2021-04-26,5.5,90,152819
152820,21钱城02,杭州萧山钱江世纪城开发建设有限责任公司,7.0,AA+,03,2021-04-27,4.29,90,152820
152821,21湖交投,湖州市交通投资集团有限公司,15.0,AAA,03,2021-04-26,4.19,90,152821
152822,21厦轨02,厦门轨道建设发展集团有限公司,10.0,AAA,03,2021-04-26,4.3,90,152822
152824,21宁城投,宁乡市城市建设投资集团有限公司,7.0,AA+,03,2021-04-22,5.37,80,152824
152825,21兴城02,成都兴城投资集团有限公司,10.0,AAA,03,2021-04-26,4.05,90,152825
152826,21浦集01,上海浦东发展(集团)有限公司,5.0,AAA,03,2021-04-28,3.52,90,152826
152827,21厦轨03,厦门轨道建设发展集团有限公司,3.0,AAA,03,2021-04-27,3.59,90,152827
152828,PR隆博债,成都隆博投资有限责任公司,7.0,AAA,03,2021-05-07,5.65,80,152828
152829,21盐资02,海盐县国有资产经营有限公司,7.0,AA+,03,2021-04-30,4.66,90,152829
152830,21榕新02,福州新区开发投资集团有限公司,7.0,AAA,03,2021-04-26,3.6,90,152830
152831,21舟山01,舟山海城建设投资集团有限公司,7.0,AA+,03,2021-04-28,4.49,90,152831
152833,21柯专01,绍兴柯岩建设投资有限公司,7.0,AA+,03,2021-05-13,5.7,80,152833
152834,21锡惠开,无锡惠开经济发展集团有限公司,7.0,AAA,03,2021-05-13,4.7,90,152834
152835,21鄂科01,湖北省科技投资集团有限公司,20.0,AAA,03,2021-04-30,4.43,90,152835
152836,21湘速01,湖南省高速公路集团有限公司,5.0,AAA,03,2021-04-30,3.65,90,152836
152837,21简发债,简阳发展(控股)有限公司,5.0,AAA,03,2021-09-09,6.25,90,152837
152838,21尖山01,海宁市尖山新区开发有限公司,7.0,AA+,03,2021-05-11,4.8,90,152838
152839,21铜建01,铜陵市建设投资控股有限责任公司,7.0,AA,03,2021-05-11,5.38,90,152839
152840,21湖城债,湖州市城市投资发展集团有限公司,7.0,AA+,03,2021-05-11,4.49,90,152840
152841,21海曙债,宁波市海曙开发建设投资集团有限公司,7.0,AA+,03,2021-05-06,4.38,90,152841
152843,21扬中债,扬中市交通投资发展有限公司,7.0,AAA,03,2021-05-11,5.04,90,152843
152844,21金湖02,金湖县国控城市建设发展集团有限公司,7.0,AAA,03,2021-05-07,5.33,90,152844
152845,21汉江02,汉江国有资本投资集团有限公司,5.0,AAA,03,2021-05-06,4.38,90,152845
152846,21国控01,江西省国有资本运营控股集团有限公司,3.0,AAA,03,2021-05-19,3.8,90,152846
152847,21宁资01,宁夏国有资本运营集团有限责任公司,3.0,AAA,03,2021-05-13,3.94,90,152847
152848,21丽旅01,丽水市文化旅游投资发展集团有限公司,7.0,AA,03,2021-05-13,4.45,80,152848
152849,21冶城01,湖北荆楚投资发展有限公司,7.0,AA+,03,2021-05-11,6.8,90,152849
152850,21龙马01,泰州市龙马建设发展有限公司,7.0,AAA,03,2021-05-12,5.0,90,152850
152851,21蓉高G1,成都高新投资集团有限公司,5.0,AAA,03,2021-05-11,3.7,90,152851
152852,21新泰01,新泰市统筹城乡发展集团有限公司,4.0,AA+,03,2021-05-13,6.5,80,152852
152853,21雨花01,长沙市雨花城市建设投资集团有限公司,7.0,AA+,03,2021-05-12,4.73,90,152853
152854,21绵兴债,绵阳新兴投资控股有限公司,7.0,AAA,03,2021-05-12,6.5,90,152854
152855,21萍城投,萍乡市城市建设投资集团有限公司,7.0,AA,03,2021-05-13,6.5,80,152855
152856,21咸高投,咸宁高新投资集团有限公司,7.0,AA,03,2021-05-12,6.39,90,152856
152857,21新城投,新昌县城市建设投资集团有限公司,7.0,AA+,03,2021-05-13,5.68,90,152857
152858,G21武铁1,武汉地铁集团有限公司,7.0,AAA,03,2021-05-11,4.0,80,152858
152859,21资城01,资兴市城市建设投资有限责任公司,7.0,AAA,03,2021-05-11,5.88,90,152859
152860,21诸城债,诸城市经开投资发展有限公司,7.0,AA+,03,2021-05-11,6.0,90,152860
152861,21晋陵01,常州市晋陵投资集团有限公司,7.0,AA+,03,2021-05-13,4.7,80,152861
152862,21世园债,西安世园投资(集团)有限公司,7.0,AAA,03,2021-05-12,5.85,90,152862
152863,21诸专01,诸暨市城乡投资集团有限公司,7.0,AA+,03,2021-08-05,4.32,80,152863
152864,21穗交02,广州交通投资集团有限公司,10.0,AAA,03,2021-05-13,3.86,90,152864
152865,21金松债,湖北松滋金松投资控股集团有限公司,5.0,AAA,03,2021-05-26,5.7,90,152865
152866,21山高01,山东高速集团有限公司,5.0,AAA,03,2021-05-13,3.9,90,152866
152867,21博融债,江苏博融农业发展有限公司,7.0,AAA,03,2021-05-26,6.5,80,152867
152868,21新专01,新余市城市建设投资开发有限公司,7.0,AA,03,2021-05-12,6.3,80,152868
152869,21金东01,金华市金东城市建设投资集团有限公司,7.0,AAA,03,2021-05-13,4.77,90,152869
152870,21金东02,金华市金东城市建设投资集团有限公司,7.0,AAA,03,2021-05-13,4.28,90,152870
152871,21广鑫债,广安鑫鸿投资控股有限公司,7.0,AAA,03,2021-05-13,6.5,90,152871
152872,21海陵G1,泰州海陵城市发展集团有限公司,7.0,AAA,03,2021-05-13,4.93,90,152872
152873,21海陵G2,泰州海陵城市发展集团有限公司,7.0,AAA,03,2021-05-13,6.5,90,152873
152874,21全椒债,全椒全瑞投资控股集团有限公司,7.0,AAA,03,2021-05-13,4.96,90,152874
152875,21合盛01,景德镇合盛产业投资发展有限公司,7.0,AA,03,2021-05-21,6.5,90,152875
152876,21世园01,西安世园投资(集团)有限公司,7.0,AA+,03,2021-05-13,6.5,90,152876
152877,G21武铁2,武汉地铁集团有限公司,10.0,AAA,03,2021-05-13,4.1,80,152877
152878,21首集01,北京首都创业集团有限公司,3.0,AAA,03,2021-05-13,3.67,90,152878
152879,21长湖债,浙江长兴环太湖经济投资开发有限公司,7.0,AAA,03,2021-05-13,4.84,90,152879
152880,21岳交01,岳阳市交通建设投资集团有限公司,7.0,AA,03,2021-05-21,6.2,90,152880
152881,21邵区01,邵东新区开发建设投资有限责任公司,7.0,AAA,03,2021-05-17,6.5,90,152881
152882,21郓城债,郓城县水浒城市建设投资有限公司,7.0,AAA,03,2021-05-13,5.5,80,152882
152883,21宜昌01,宜昌城市发展投资集团有限公司,7.0,AA+,03,2021-05-17,4.65,90,152883
152884,21高投01,新昌县高新园区投资集团有限公司,7.0,AA+,03,2021-05-13,5.0,90,152884
152885,21崇工01,广西崇左市城市工业投资发展集团有限公司,7.0,AA,03,2021-06-16,7.88,90,152885
152886,21桂北01,广西北部湾投资集团有限公司,5.0,AAA,03,2021-05-26,4.13,90,152886
152887,21西咸02,陕西西咸新区发展集团有限公司,5.0,AAA,03,2021-05-13,4.48,90,152887
152891,21成华债,成都成华城市更新集团有限责任公司,10.0,AA+,03,2021-06-04,4.45,80,152891
152892,21通瑞01,重庆市通瑞农业发展有限公司,7.0,AA+,03,2021-06-02,7.7,90,152892
152893,21开福02,长沙开福城投集团有限责任公司,7.0,AA+,03,2021-06-07,4.69,90,152893
152894,21渝长寿,重庆长寿开发投资(集团)有限公司,7.0,AA+,03,2021-06-17,6.8,80,152894
152895,21海潮02,杭州望海潮建设有限公司,7.0,AA+,03,2021-06-17,4.0,90,152895
152896,21广安01,广安经济技术开发区恒生投资开发有限公司,7.0,AAA,03,2021-06-24,6.25,90,152896
152897,21广安02,广安经济技术开发区恒生投资开发有限公司,7.0,AA,03,2021-06-29,6.8,90,152897
152898,21广宁01,广宁县汇业资产运营有限公司,7.0,AAA,03,2021-06-25,5.0,90,152898
152900,21利辛债,利辛县城乡发展建设投资集团有限公司,7.0,AAA,03,2021-07-28,4.87,90,152900
152901,21天盈01,四川天盈实业有限责任公司,7.0,AA,03,2021-06-23,7.5,90,152901
152902,21娄高01,太仓娄城高新集团有限公司,7.0,AA+,03,2021-06-23,3.8,80,152902
152903,21嘉控01,嘉兴市嘉秀发展投资控股集团有限公司,7.0,AA+,03,2021-06-22,4.9,90,152903
152904,21兴荣债,重庆市兴荣控股集团有限公司,7.0,AA,03,2021-06-25,6.5,80,152904
152905,21玉投债,玉山投资控股集团有限公司,7.0,AA+,03,2021-07-07,6.5,80,152905
152906,21郑住投,郑州公共住宅建设投资有限公司,7.0,AA+,03,2021-06-25,4.98,90,152906
